 crate_id | slot | fem_channel | wireplane | wirenum 
        8 |   12 |          21 | V         |    1546
        5 |    9 |          20 | U         |    1546
        5 |    9 |          22 | U         |    1547
        5 |   15 |          43 | Y         |    1547
        8 |   12 |          23 | V         |    1547
        5 |    9 |          24 | U         |    1548
        5 |   15 |          44 | Y         |    1548
        8 |   12 |          25 | V         |    1548
        5 |   15 |          45 | Y         |    1549
        5 |    9 |          26 | U         |    1549
        8 |   12 |          27 | V         |    1549
        8 |   12 |          29 | V         |    1550
        5 |    9 |          28 | U         |    1550
        5 |   15 |          46 | Y         |    1550
        5 |   15 |          47 | Y         |    1551
        8 |   12 |          31 | V         |    1551
        5 |    9 |          30 | U         |    1551
        5 |    8 |           0 | U         |    1552
        5 |   15 |          48 | Y         |    1552
        8 |   11 |           1 | V         |    1552
        5 |    8 |           2 | U         |    1553
        8 |   11 |           3 | V         |    1553
        5 |   15 |          49 | Y         |    1553
        5 |    8 |           4 | U         |    1554
        8 |   11 |           5 | V         |    1554
        5 |   15 |          50 | Y         |    1554
        5 |    8 |           6 | U         |    1555
        8 |   11 |           7 | V         |    1555
        5 |   15 |          51 | Y         |    1555
        5 |    8 |           8 | U         |    1556
        5 |   15 |          52 | Y         |    1556
        8 |   11 |           9 | V         |    1556
        5 |    8 |          10 | U         |    1557
        5 |   15 |          53 | Y         |    1557
        8 |   11 |          11 | V         |    1557
        8 |   11 |          13 | V         |    1558
        5 |   15 |          54 | Y         |    1558
        5 |    8 |          12 | U         |    1558
        5 |    8 |          14 | U         |    1559
        5 |   15 |          55 | Y         |    1559
        8 |   11 |          15 | V         |    1559
        8 |   11 |          17 | V         |    1560
        5 |   15 |          56 | Y         |    1560
        5 |    8 |          16 | U         |    1560
        8 |   11 |          19 | V         |    1561
        5 |   15 |          57 | Y         |    1561
        5 |    8 |          18 | U         |    1561
        5 |    8 |          20 | U         |    1562
        8 |   11 |          21 | V         |    1562
        5 |   15 |          58 | Y         |    1562
        5 |    8 |          22 | U         |    1563
        8 |   11 |          23 | V         |    1563
        5 |   15 |          59 | Y         |    1563
        5 |    8 |          24 | U         |    1564
        5 |   15 |          60 | Y         |    1564
        8 |   11 |          25 | V         |    1564
        5 |    8 |          26 | U         |    1565
        8 |   11 |          27 | V         |    1565
        5 |   15 |          61 | Y         |    1565
        5 |    8 |          28 | U         |    1566
        8 |   11 |          29 | V         |    1566
        5 |   15 |          62 | Y         |    1566
        5 |   15 |          63 | Y         |    1567
        5 |    8 |          30 | U         |    1567
        8 |   11 |          31 | V         |    1567
        5 |    7 |           0 | U         |    1568
        8 |   10 |           1 | V         |    1568
        5 |   14 |          32 | Y         |    1568
        5 |   14 |          33 | Y         |    1569
        8 |   10 |           3 | V         |    1569
        5 |    7 |           2 | U         |    1569
        8 |   10 |           5 | V         |    1570
        5 |    7 |           4 | U         |    1570
        5 |   14 |          34 | Y         |    1570
        5 |    7 |           6 | U         |    1571
        5 |   14 |          35 | Y         |    1571
        8 |   10 |           7 | V         |    1571
        8 |   10 |           9 | V         |    1572
        5 |   14 |          36 | Y         |    1572
        5 |    7 |           8 | U         |    1572
        8 |   10 |          11 | V         |    1573
        5 |    7 |          10 | U         |    1573
        5 |   14 |          37 | Y         |    1573
        8 |   10 |          13 | V         |    1574
        5 |   14 |          38 | Y         |    1574
        5 |    7 |          12 | U         |    1574
        5 |   14 |          39 | Y         |    1575
        8 |   10 |          15 | V         |    1575
        5 |    7 |          14 | U         |    1575
        5 |   14 |          40 | Y         |    1576
        8 |   10 |          17 | V         |    1576
        5 |    7 |          16 | U         |    1576
        8 |   10 |          19 | V         |    1577
        5 |   14 |          41 | Y         |    1577
        5 |    7 |          18 | U         |    1577
        5 |   14 |          42 | Y         |    1578
        8 |   10 |          21 | V         |    1578
        5 |    7 |          20 | U         |    1578
        8 |   10 |          23 | V         |    1579
        5 |    7 |          22 | U         |    1579
        5 |   14 |          43 | Y         |    1579
        5 |   14 |          44 | Y         |    1580
        5 |    7 |          24 | U         |    1580
        8 |   10 |          25 | V         |    1580
        5 |    7 |          26 | U         |    1581
        5 |   14 |          45 | Y         |    1581
        8 |   10 |          27 | V         |    1581
        8 |   10 |          29 | V         |    1582
        5 |   14 |          46 | Y         |    1582
        5 |    7 |          28 | U         |    1582
        5 |   14 |          47 | Y         |    1583
        5 |    7 |          30 | U         |    1583
        8 |   10 |          31 | V         |    1583
        5 |    6 |           0 | U         |    1584
        8 |    9 |           1 | V         |    1584
        5 |   14 |          48 | Y         |    1584
        5 |   14 |          49 | Y         |    1585
        5 |    6 |           2 | U         |    1585
        8 |    9 |           3 | V         |    1585
        5 |    6 |           4 | U         |    1586
        8 |    9 |           5 | V         |    1586
        5 |   14 |          50 | Y         |    1586
        5 |    6 |           6 | U         |    1587
        5 |   14 |          51 | Y         |    1587
        8 |    9 |           7 | V         |    1587
        5 |   14 |          52 | Y         |    1588
        5 |    6 |           8 | U         |    1588
        8 |    9 |           9 | V         |    1588
        8 |    9 |          11 | V         |    1589
        5 |    6 |          10 | U         |    1589
        5 |   14 |          53 | Y         |    1589
        5 |    6 |          12 | U         |    1590
        5 |   14 |          54 | Y         |    1590
        8 |    9 |          13 | V         |    1590
        5 |    6 |          14 | U         |    1591
        8 |    9 |          15 | V         |    1591
        5 |   14 |          55 | Y         |    1591
        8 |    9 |          17 | V         |    1592
        5 |   14 |          56 | Y         |    1592
        5 |    6 |          16 | U         |    1592
        5 |   14 |          57 | Y         |    1593
        8 |    9 |          19 | V         |    1593
        5 |    6 |          18 | U         |    1593
        5 |    6 |          20 | U         |    1594
        5 |   14 |          58 | Y         |    1594
        8 |    9 |          21 | V         |    1594
        5 |    6 |          22 | U         |    1595
        5 |   14 |          59 | Y         |    1595
        8 |    9 |          23 | V         |    1595
        8 |    9 |          25 | V         |    1596
        5 |   14 |          60 | Y         |    1596
        5 |    6 |          24 | U         |    1596
        8 |    9 |          27 | V         |    1597
        5 |    6 |          26 | U         |    1597
        5 |   14 |          61 | Y         |    1597
        5 |   14 |          62 | Y         |    1598
        8 |    9 |          29 | V         |    1598
        5 |    6 |          28 | U         |    1598
        8 |    9 |          31 | V         |    1599
        5 |    6 |          30 | U         |    1599
        5 |   14 |          63 | Y         |    1599
        5 |   13 |          32 | Y         |    1600
        8 |    8 |           1 | V         |    1600
        5 |    5 |           0 | U         |    1600
        8 |    8 |           3 | V         |    1601
        5 |    5 |           2 | U         |    1601
        5 |   13 |          33 | Y         |    1601
        5 |    5 |           4 | U         |    1602
        8 |    8 |           5 | V         |    1602
        5 |   13 |          34 | Y         |    1602
        8 |    8 |           7 | V         |    1603
        5 |   13 |          35 | Y         |    1603
        5 |    5 |           6 | U         |    1603
        5 |    5 |           8 | U         |    1604
        5 |   13 |          36 | Y         |    1604
        8 |    8 |           9 | V         |    1604
        8 |    8 |          11 | V         |    1605
        5 |   13 |          37 | Y         |    1605
        5 |    5 |          10 | U         |    1605
        5 |    5 |          12 | U         |    1606
        8 |    8 |          13 | V         |    1606
        5 |   13 |          38 | Y         |    1606
        8 |    8 |          15 | V         |    1607
        5 |   13 |          39 | Y         |    1607
        5 |    5 |          14 | U         |    1607
        5 |   13 |          40 | Y         |    1608
        8 |    8 |          17 | V         |    1608
        5 |    5 |          16 | U         |    1608
        5 |   13 |          41 | Y         |    1609
        5 |    5 |          18 | U         |    1609
        8 |    8 |          19 | V         |    1609
        8 |    8 |          21 | V         |    1610
        5 |    5 |          20 | U         |    1610
        5 |   13 |          42 | Y         |    1610
        8 |    8 |          23 | V         |    1611
        5 |    5 |          22 | U         |    1611
        5 |   13 |          43 | Y         |    1611
        5 |    5 |          24 | U         |    1612
        5 |   13 |          44 | Y         |    1612
        8 |    8 |          25 | V         |    1612
        8 |    8 |          27 | V         |    1613
        5 |   13 |          45 | Y         |    1613
        5 |    5 |          26 | U         |    1613
        5 |    5 |          28 | U         |    1614
        5 |   13 |          46 | Y         |    1614
        8 |    8 |          29 | V         |    1614
        8 |    8 |          31 | V         |    1615
        5 |    5 |          30 | U         |    1615
        5 |   13 |          47 | Y         |    1615
        8 |    7 |           1 | V         |    1616
        5 |    4 |           0 | U         |    1616
        5 |   13 |          48 | Y         |    1616
        5 |    4 |           2 | U         |    1617
        5 |   13 |          49 | Y         |    1617
        8 |    7 |           3 | V         |    1617
        5 |   13 |          50 | Y         |    1618
        5 |    4 |           4 | U         |    1618
        8 |    7 |           5 | V         |    1618
        5 |    4 |           6 | U         |    1619
        8 |    7 |           7 | V         |    1619
        5 |   13 |          51 | Y         |    1619
        5 |    4 |           8 | U         |    1620
        8 |    7 |           9 | V         |    1620
        5 |   13 |          52 | Y         |    1620
        5 |    4 |          10 | U         |    1621
        5 |   13 |          53 | Y         |    1621
        8 |    7 |          11 | V         |    1621
        8 |    7 |          13 | V         |    1622
        5 |    4 |          12 | U         |    1622
        5 |   13 |          54 | Y         |    1622
        8 |    7 |          15 | V         |    1623
        5 |   13 |          55 | Y         |    1623
        5 |    4 |          14 | U         |    1623
        5 |   13 |          56 | Y         |    1624
        5 |    4 |          16 | U         |    1624
        8 |    7 |          17 | V         |    1624
        5 |    4 |          18 | U         |    1625
        8 |    7 |          19 | V         |    1625
        5 |   13 |          57 | Y         |    1625
        5 |   13 |          58 | Y         |    1626
        5 |    4 |          20 | U         |    1626
        8 |    7 |          21 | V         |    1626
        5 |    4 |          22 | U         |    1627
        8 |    7 |          23 | V         |    1627
        5 |   13 |          59 | Y         |    1627
        5 |   13 |          60 | Y         |    1628
        5 |    4 |          24 | U         |    1628
        8 |    7 |          25 | V         |    1628
        5 |   13 |          61 | Y         |    1629
        8 |    7 |          27 | V         |    1629
        5 |    4 |          26 | U         |    1629
        5 |    4 |          28 | U         |    1630
        8 |    7 |          29 | V         |    1630
        5 |   13 |          62 | Y         |    1630
        5 |   13 |          63 | Y         |    1631
        5 |    4 |          30 | U         |    1631
        8 |    7 |          31 | V         |    1631
        8 |    6 |           1 | V         |    1632
        6 |   18 |           0 | U         |    1632
        5 |   12 |          32 | Y         |    1632
        6 |   18 |           2 | U         |    1633
        5 |   12 |          33 | Y         |    1633
        8 |    6 |           3 | V         |    1633
        8 |    6 |           5 | V         |    1634
        6 |   18 |           4 | U         |    1634
        5 |   12 |          34 | Y         |    1634
        8 |    6 |           7 | V         |    1635
        5 |   12 |          35 | Y         |    1635
        6 |   18 |           6 | U         |    1635
        5 |   12 |          36 | Y         |    1636
        6 |   18 |           8 | U         |    1636
        8 |    6 |           9 | V         |    1636
        8 |    6 |          11 | V         |    1637
        6 |   18 |          10 | U         |    1637
        5 |   12 |          37 | Y         |    1637
        6 |   18 |          12 | U         |    1638
        8 |    6 |          13 | V         |    1638
        5 |   12 |          38 | Y         |    1638
        5 |   12 |          39 | Y         |    1639
        6 |   18 |          14 | U         |    1639
        8 |    6 |          15 | V         |    1639
        8 |    6 |          17 | V         |    1640
        6 |   18 |          16 | U         |    1640
        5 |   12 |          40 | Y         |    1640
        5 |   12 |          41 | Y         |    1641
        6 |   18 |          18 | U         |    1641
        8 |    6 |          19 | V         |    1641
        8 |    6 |          21 | V         |    1642
        6 |   18 |          20 | U         |    1642
        5 |   12 |          42 | Y         |    1642
        6 |   18 |          22 | U         |    1643
        8 |    6 |          23 | V         |    1643
        5 |   12 |          43 | Y         |    1643
        6 |   18 |          24 | U         |    1644
        8 |    6 |          25 | V         |    1644
        5 |   12 |          44 | Y         |    1644
        6 |   18 |          26 | U         |    1645
        8 |    6 |          27 | V         |    1645
        5 |   12 |          45 | Y         |    1645
        6 |   18 |          28 | U         |    1646
        8 |    6 |          29 | V         |    1646
        5 |   12 |          46 | Y         |    1646
        5 |   12 |          47 | Y         |    1647
        8 |    6 |          31 | V         |    1647
        6 |   18 |          30 | U         |    1647
        8 |    5 |           1 | V         |    1648
        5 |   12 |          48 | Y         |    1648
        6 |   17 |           0 | U         |    1648
        6 |   17 |           2 | U         |    1649
        5 |   12 |          49 | Y         |    1649
        8 |    5 |           3 | V         |    1649
        8 |    5 |           5 | V         |    1650
        5 |   12 |          50 | Y         |    1650
        6 |   17 |           4 | U         |    1650
        6 |   17 |           6 | U         |    1651
        5 |   12 |          51 | Y         |    1651
        8 |    5 |           7 | V         |    1651
        8 |    5 |           9 | V         |    1652
        5 |   12 |          52 | Y         |    1652
        6 |   17 |           8 | U         |    1652
        6 |   17 |          10 | U         |    1653
        5 |   12 |          53 | Y         |    1653
        8 |    5 |          11 | V         |    1653
        5 |   12 |          54 | Y         |    1654
        8 |    5 |          13 | V         |    1654
        6 |   17 |          12 | U         |    1654
        6 |   17 |          14 | U         |    1655
        8 |    5 |          15 | V         |    1655
        5 |   12 |          55 | Y         |    1655
        6 |   17 |          16 | U         |    1656
        8 |    5 |          17 | V         |    1656
        5 |   12 |          56 | Y         |    1656
        5 |   12 |          57 | Y         |    1657
        6 |   17 |          18 | U         |    1657
        8 |    5 |          19 | V         |    1657
        6 |   17 |          20 | U         |    1658
        8 |    5 |          21 | V         |    1658
        5 |   12 |          58 | Y         |    1658
        8 |    5 |          23 | V         |    1659
        6 |   17 |          22 | U         |    1659
        5 |   12 |          59 | Y         |    1659
        6 |   17 |          24 | U         |    1660
        5 |   12 |          60 | Y         |    1660
        8 |    5 |          25 | V         |    1660
        8 |    5 |          27 | V         |    1661
        5 |   12 |          61 | Y         |    1661
        6 |   17 |          26 | U         |    1661
        8 |    5 |          29 | V         |    1662
        6 |   17 |          28 | U         |    1662
        5 |   12 |          62 | Y         |    1662
        8 |    5 |          31 | V         |    1663
        5 |   12 |          63 | Y         |    1663
        6 |   17 |          30 | U         |    1663
        8 |    4 |           1 | V         |    1664
        5 |   11 |          32 | Y         |    1664
        6 |   16 |           0 | U         |    1664
        5 |   11 |          33 | Y         |    1665
        6 |   16 |           2 | U         |    1665
        8 |    4 |           3 | V         |    1665
        6 |   16 |           4 | U         |    1666
        5 |   11 |          34 | Y         |    1666
        8 |    4 |           5 | V         |    1666
        5 |   11 |          35 | Y         |    1667
        8 |    4 |           7 | V         |    1667
        6 |   16 |           6 | U         |    1667
        5 |   11 |          36 | Y         |    1668
        6 |   16 |           8 | U         |    1668
        8 |    4 |           9 | V         |    1668
        6 |   16 |          10 | U         |    1669
        8 |    4 |          11 | V         |    1669
        5 |   11 |          37 | Y         |    1669
        5 |   11 |          38 | Y         |    1670
        8 |    4 |          13 | V         |    1670
        6 |   16 |          12 | U         |    1670
        5 |   11 |          39 | Y         |    1671
        8 |    4 |          15 | V         |    1671
        6 |   16 |          14 | U         |    1671
        6 |   16 |          16 | U         |    1672
        5 |   11 |          40 | Y         |    1672
        8 |    4 |          17 | V         |    1672
        8 |    4 |          19 | V         |    1673
        5 |   11 |          41 | Y         |    1673
        6 |   16 |          18 | U         |    1673
        8 |    4 |          21 | V         |    1674
        5 |   11 |          42 | Y         |    1674
        6 |   16 |          20 | U         |    1674
        8 |    4 |          23 | V         |    1675
        5 |   11 |          43 | Y         |    1675
        6 |   16 |          22 | U         |    1675
        8 |    4 |          25 | V         |    1676
        6 |   16 |          24 | U         |    1676
        5 |   11 |          44 | Y         |    1676
        5 |   11 |          45 | Y         |    1677
        8 |    4 |          27 | V         |    1677
        6 |   16 |          26 | U         |    1677
        5 |   11 |          46 | Y         |    1678
        6 |   16 |          28 | U         |    1678
        8 |    4 |          29 | V         |    1678
        6 |   16 |          30 | U         |    1679
        5 |   11 |          47 | Y         |    1679
        8 |    4 |          31 | V         |    1679
        5 |   11 |          48 | Y         |    1680
        6 |   15 |           0 | U         |    1680
        9 |   18 |           1 | V         |    1680
        9 |   18 |           3 | V         |    1681
        5 |   11 |          49 | Y         |    1681
        6 |   15 |           2 | U         |    1681
        5 |   11 |          50 | Y         |    1682
        6 |   15 |           4 | U         |    1682
        9 |   18 |           5 | V         |    1682
        6 |   15 |           6 | U         |    1683
        9 |   18 |           7 | V         |    1683
        5 |   11 |          51 | Y         |    1683
        6 |   15 |           8 | U         |    1684
        9 |   18 |           9 | V         |    1684
        5 |   11 |          52 | Y         |    1684
        6 |   15 |          10 | U         |    1685
        9 |   18 |          11 | V         |    1685
        5 |   11 |          53 | Y         |    1685
        6 |   15 |          12 | U         |    1686
        5 |   11 |          54 | Y         |    1686
        9 |   18 |          13 | V         |    1686
        5 |   11 |          55 | Y         |    1687
        9 |   18 |          15 | V         |    1687
        6 |   15 |          14 | U         |    1687
        6 |   15 |          16 | U         |    1688
        9 |   18 |          17 | V         |    1688
        5 |   11 |          56 | Y         |    1688
        5 |   11 |          57 | Y         |    1689
        6 |   15 |          18 | U         |    1689
        9 |   18 |          19 | V         |    1689
        6 |   15 |          20 | U         |    1690
        5 |   11 |          58 | Y         |    1690
        9 |   18 |          21 | V         |    1690
        9 |   18 |          23 | V         |    1691
        5 |   11 |          59 | Y         |    1691
        6 |   15 |          22 | U         |    1691
        6 |   15 |          24 | U         |    1692
        5 |   11 |          60 | Y         |    1692
        9 |   18 |          25 | V         |    1692
        6 |   15 |          26 | U         |    1693
        5 |   11 |          61 | Y         |    1693
        9 |   18 |          27 | V         |    1693
        6 |   15 |          28 | U         |    1694
        5 |   11 |          62 | Y         |    1694
        9 |   18 |          29 | V         |    1694
        9 |   18 |          31 | V         |    1695
        5 |   11 |          63 | Y         |    1695
        6 |   15 |          30 | U         |    1695
        5 |   10 |          32 | Y         |    1696
        9 |   17 |           1 | V         |    1696
        6 |   14 |           0 | U         |    1696
        9 |   17 |           3 | V         |    1697
        6 |   14 |           2 | U         |    1697
        5 |   10 |          33 | Y         |    1697
        5 |   10 |          34 | Y         |    1698
        6 |   14 |           4 | U         |    1698
        9 |   17 |           5 | V         |    1698
        5 |   10 |          35 | Y         |    1699
        9 |   17 |           7 | V         |    1699
        6 |   14 |           6 | U         |    1699
        5 |   10 |          36 | Y         |    1700
        6 |   14 |           8 | U         |    1700
        9 |   17 |           9 | V         |    1700
        6 |   14 |          10 | U         |    1701
        9 |   17 |          11 | V         |    1701
        5 |   10 |          37 | Y         |    1701
        6 |   14 |          12 | U         |    1702
        5 |   10 |          38 | Y         |    1702
        9 |   17 |          13 | V         |    1702
        5 |   10 |          39 | Y         |    1703
        6 |   14 |          14 | U         |    1703
        9 |   17 |          15 | V         |    1703
        6 |   14 |          16 | U         |    1704
        5 |   10 |          40 | Y         |    1704
        9 |   17 |          17 | V         |    1704
        5 |   10 |          41 | Y         |    1705
        6 |   14 |          18 | U         |    1705
        9 |   17 |          19 | V         |    1705
        6 |   14 |          20 | U         |    1706
        9 |   17 |          21 | V         |    1706
        5 |   10 |          42 | Y         |    1706
        6 |   14 |          22 | U         |    1707
        9 |   17 |          23 | V         |    1707
        5 |   10 |          43 | Y         |    1707
        9 |   17 |          25 | V         |    1708
        5 |   10 |          44 | Y         |    1708
        6 |   14 |          24 | U         |    1708
        6 |   14 |          26 | U         |    1709
        9 |   17 |          27 | V         |    1709
        5 |   10 |          45 | Y         |    1709
        6 |   14 |          28 | U         |    1710
        9 |   17 |          29 | V         |    1710
        5 |   10 |          46 | Y         |    1710
        5 |   10 |          47 | Y         |    1711
        6 |   14 |          30 | U         |    1711
        9 |   17 |          31 | V         |    1711
        5 |   10 |          48 | Y         |    1712
        9 |   16 |           1 | V         |    1712
        6 |   13 |           0 | U         |    1712
        6 |   13 |           2 | U         |    1713
        9 |   16 |           3 | V         |    1713
        5 |   10 |          49 | Y         |    1713
        6 |   13 |           4 | U         |    1714
        5 |   10 |          50 | Y         |    1714
        9 |   16 |           5 | V         |    1714
        9 |   16 |           7 | V         |    1715
        5 |   10 |          51 | Y         |    1715
        6 |   13 |           6 | U         |    1715
        9 |   16 |           9 | V         |    1716
        5 |   10 |          52 | Y         |    1716
        6 |   13 |           8 | U         |    1716
        9 |   16 |          11 | V         |    1717
        5 |   10 |          53 | Y         |    1717
        6 |   13 |          10 | U         |    1717
        6 |   13 |          12 | U         |    1718
        9 |   16 |          13 | V         |    1718
        5 |   10 |          54 | Y         |    1718
        6 |   13 |          14 | U         |    1719
        9 |   16 |          15 | V         |    1719
        5 |   10 |          55 | Y         |    1719
        9 |   16 |          17 | V         |    1720
        6 |   13 |          16 | U         |    1720
        5 |   10 |          56 | Y         |    1720
        6 |   13 |          18 | U         |    1721
        5 |   10 |          57 | Y         |    1721
        9 |   16 |          19 | V         |    1721
        6 |   13 |          20 | U         |    1722
        9 |   16 |          21 | V         |    1722
        5 |   10 |          58 | Y         |    1722
        5 |   10 |          59 | Y         |    1723
        6 |   13 |          22 | U         |    1723
        9 |   16 |          23 | V         |    1723
        5 |   10 |          60 | Y         |    1724
        9 |   16 |          25 | V         |    1724
        6 |   13 |          24 | U         |    1724
        6 |   13 |          26 | U         |    1725
        9 |   16 |          27 | V         |    1725
        5 |   10 |          61 | Y         |    1725
        9 |   16 |          29 | V         |    1726
        6 |   13 |          28 | U         |    1726
        5 |   10 |          62 | Y         |    1726
        6 |   13 |          30 | U         |    1727
        9 |   16 |          31 | V         |    1727
        5 |   10 |          63 | Y         |    1727
        5 |    9 |          32 | Y         |    1728
        6 |   12 |           0 | U         |    1728
        9 |   15 |          32 | V         |    1728
        6 |   12 |           2 | U         |    1729
        9 |   15 |          33 | V         |    1729
        5 |    9 |          33 | Y         |    1729
        9 |   15 |          34 | V         |    1730
        6 |   12 |           4 | U         |    1730
        5 |    9 |          34 | Y         |    1730
        6 |   12 |           6 | U         |    1731
        9 |   15 |          35 | V         |    1731
        5 |    9 |          35 | Y         |    1731
        6 |   12 |           8 | U         |    1732
        9 |   15 |          36 | V         |    1732
        5 |    9 |          36 | Y         |    1732
        6 |   12 |          10 | U         |    1733
        5 |    9 |          37 | Y         |    1733
        9 |   15 |          37 | V         |    1733
        6 |   12 |          12 | U         |    1734
        9 |   15 |          38 | V         |    1734
        5 |    9 |          38 | Y         |    1734
        5 |    9 |          39 | Y         |    1735
        6 |   12 |          14 | U         |    1735
        9 |   15 |          39 | V         |    1735
        9 |   15 |          40 | V         |    1736
        5 |    9 |          40 | Y         |    1736
        6 |   12 |          16 | U         |    1736
        6 |   12 |          18 | U         |    1737
        9 |   15 |          41 | V         |    1737
        5 |    9 |          41 | Y         |    1737
        9 |   15 |          42 | V         |    1738
        5 |    9 |          42 | Y         |    1738
        6 |   12 |          20 | U         |    1738
        6 |   12 |          22 | U         |    1739
        5 |    9 |          43 | Y         |    1739
        9 |   15 |          43 | V         |    1739
        9 |   15 |          44 | V         |    1740
        5 |    9 |          44 | Y         |    1740
        6 |   12 |          24 | U         |    1740
        5 |    9 |          45 | Y         |    1741
        6 |   12 |          26 | U         |    1741
        9 |   15 |          45 | V         |    1741
        9 |   15 |          46 | V         |    1742
        6 |   12 |          28 | U         |    1742
        5 |    9 |          46 | Y         |    1742
        5 |    9 |          47 | Y         |    1743
        6 |   12 |          30 | U         |    1743
        9 |   15 |          47 | V         |    1743
        9 |   15 |          48 | V         |    1744
        5 |    9 |          48 | Y         |    1744
        6 |   11 |           0 | U         |    1744
        5 |    9 |          49 | Y         |    1745
        9 |   15 |          49 | V         |    1745
        6 |   11 |           2 | U         |    1745
        5 |    9 |          50 | Y         |    1746
        6 |   11 |           4 | U         |    1746
        9 |   15 |          50 | V         |    1746
        6 |   11 |           6 | U         |    1747
        5 |    9 |          51 | Y         |    1747
        9 |   15 |          51 | V         |    1747
        6 |   11 |           8 | U         |    1748
        9 |   15 |          52 | V         |    1748
        5 |    9 |          52 | Y         |    1748
        9 |   15 |          53 | V         |    1749
        6 |   11 |          10 | U         |    1749
        5 |    9 |          53 | Y         |    1749
        5 |    9 |          54 | Y         |    1750
        9 |   15 |          54 | V         |    1750
        6 |   11 |          12 | U         |    1750
        5 |    9 |          55 | Y         |    1751
        9 |   15 |          55 | V         |    1751
        6 |   11 |          14 | U         |    1751
        9 |   15 |          56 | V         |    1752
        6 |   11 |          16 | U         |    1752
        5 |    9 |          56 | Y         |    1752
        9 |   15 |          57 | V         |    1753
        6 |   11 |          18 | U         |    1753
        5 |    9 |          57 | Y         |    1753
        6 |   11 |          20 | U         |    1754
        5 |    9 |          58 | Y         |    1754
        9 |   15 |          58 | V         |    1754
        6 |   11 |          22 | U         |    1755
        9 |   15 |          59 | V         |    1755
        5 |    9 |          59 | Y         |    1755
        5 |    9 |          60 | Y         |    1756
        6 |   11 |          24 | U         |    1756
        9 |   15 |          60 | V         |    1756
        9 |   15 |          61 | V         |    1757
        5 |    9 |          61 | Y         |    1757
        6 |   11 |          26 | U         |    1757
        9 |   15 |          62 | V         |    1758
        6 |   11 |          28 | U         |    1758
        5 |    9 |          62 | Y         |    1758
        5 |    9 |          63 | Y         |    1759
        9 |   15 |          63 | V         |    1759
        6 |   11 |          30 | U         |    1759
        6 |   10 |           0 | U         |    1760
        9 |   15 |           0 | V         |    1760
        5 |    8 |          32 | Y         |    1760
        9 |   15 |           1 | V         |    1761
        6 |   10 |           2 | U         |    1761
        5 |    8 |          33 | Y         |    1761
        6 |   10 |           4 | U         |    1762
        5 |    8 |          34 | Y         |    1762
        9 |   15 |           2 | V         |    1762
        5 |    8 |          35 | Y         |    1763
        9 |   15 |           3 | V         |    1763
        6 |   10 |           6 | U         |    1763
        9 |   15 |           4 | V         |    1764
        5 |    8 |          36 | Y         |    1764
        6 |   10 |           8 | U         |    1764
        5 |    8 |          37 | Y         |    1765
        9 |   15 |           5 | V         |    1765
        6 |   10 |          10 | U         |    1765
        6 |   10 |          12 | U         |    1766
        5 |    8 |          38 | Y         |    1766
        9 |   15 |           6 | V         |    1766
        9 |   15 |           7 | V         |    1767
        6 |   10 |          14 | U         |    1767
        5 |    8 |          39 | Y         |    1767
        5 |    8 |          40 | Y         |    1768
        9 |   15 |           8 | V         |    1768
        6 |   10 |          16 | U         |    1768
        9 |   15 |           9 | V         |    1769
        6 |   10 |          18 | U         |    1769
        5 |    8 |          41 | Y         |    1769
        6 |   10 |          20 | U         |    1770
        9 |   15 |          10 | V         |    1770
        5 |    8 |          42 | Y         |    1770
        9 |   15 |          11 | V         |    1771
        6 |   10 |          22 | U         |    1771
        5 |    8 |          43 | Y         |    1771
        5 |    8 |          44 | Y         |    1772
        6 |   10 |          24 | U         |    1772
        9 |   15 |          12 | V         |    1772
        9 |   15 |          13 | V         |    1773
        5 |    8 |          45 | Y         |    1773
        6 |   10 |          26 | U         |    1773
        9 |   15 |          14 | V         |    1774
        6 |   10 |          28 | U         |    1774
        5 |    8 |          46 | Y         |    1774
        9 |   15 |          15 | V         |    1775
        6 |   10 |          30 | U         |    1775
        5 |    8 |          47 | Y         |    1775
        6 |    9 |           0 | U         |    1776
        5 |    8 |          48 | Y         |    1776
        9 |   15 |          16 | V         |    1776
        6 |    9 |           2 | U         |    1777
        5 |    8 |          49 | Y         |    1777
        9 |   15 |          17 | V         |    1777
        9 |   15 |          18 | V         |    1778
        5 |    8 |          50 | Y         |    1778
        6 |    9 |           4 | U         |    1778
        9 |   15 |          19 | V         |    1779
        5 |    8 |          51 | Y         |    1779
        6 |    9 |           6 | U         |    1779
        9 |   15 |          20 | V         |    1780
        6 |    9 |           8 | U         |    1780
        5 |    8 |          52 | Y         |    1780
        5 |    8 |          53 | Y         |    1781
        9 |   15 |          21 | V         |    1781
        6 |    9 |          10 | U         |    1781
        5 |    8 |          54 | Y         |    1782
        6 |    9 |          12 | U         |    1782
        9 |   15 |          22 | V         |    1782
        5 |    8 |          55 | Y         |    1783
        9 |   15 |          23 | V         |    1783
        6 |    9 |          14 | U         |    1783
        6 |    9 |          16 | U         |    1784
        9 |   15 |          24 | V         |    1784
        5 |    8 |          56 | Y         |    1784
        9 |   15 |          25 | V         |    1785
        6 |    9 |          18 | U         |    1785
        5 |    8 |          57 | Y         |    1785
        5 |    8 |          58 | Y         |    1786
        9 |   15 |          26 | V         |    1786
        6 |    9 |          20 | U         |    1786
